,wave,gender,age,race,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,sports,museums,tvsports,exercise,dining,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,shopping,music,yoga,expected_happy_with_sd_people,expected_num_matches,id_
6476,16.0,male,26.0,European/Caucasian-American,6.0,7.0,Fundraising Management,30.0,25.0,20.0,10.0,10.0,5.0,8.0,10.0,8.0,8.0,8.0,7.0,9.0,2.0,8.0,9.0,9.0,10.0,2.0,4.0,7.0,5.0,9.0,8.0,6.0,7.0,6.0,9.0,8.0,4.0,"16.0, male, 26.0, European/Caucasian-American, 6.0, 7.0, Fundraising Management, 30.0, 25.0, 20.0, 10.0, 10.0, 5.0, 8.0, 10.0, 8.0, 8.0, 8.0, 7.0, 9.0, 2.0, 8.0, 9.0, 9.0, 10.0, 2.0, 4.0, 7.0, 5.0, 9.0, 8.0, 6.0, 7.0, 6.0, 9.0, 8.0, 4.0"
6482,16.0,male,30.0,European/Caucasian-American,1.0,1.0,Business,30.0,20.0,30.0,10.0,5.0,5.0,7.0,9.0,8.0,9.0,9.0,9.0,7.0,2.0,9.0,8.0,7.0,7.0,6.0,5.0,9.0,5.0,5.0,8.0,7.0,5.0,5.0,4.0,6.0,3.0,"16.0, male, 30.0, European/Caucasian-American, 1.0, 1.0, Business, 30.0, 20.0, 30.0, 10.0, 5.0, 5.0, 7.0, 9.0, 8.0, 9.0, 9.0, 9.0, 7.0, 2.0, 9.0, 8.0, 7.0, 7.0, 6.0, 5.0, 9.0, 5.0, 5.0, 8.0, 7.0, 5.0, 5.0, 4.0, 6.0, 3.0"
6488,16.0,male,24.0,Asian/Pacific Islander/Asian-American,4.0,4.0,Biomedical Engineering,17.0,16.0,17.0,17.0,17.0,16.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,5.0,6.0,7.0,5.0,5.0,7.0,5.0,8.0,5.0,8.0,7.0,5.0,6.0,2.0,"16.0, male, 24.0, Asian/Pacific Islander/Asian-American, 4.0, 4.0, Biomedical Engineering, 17.0, 16.0, 17.0, 17.0, 17.0, 16.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 5.0, 7.0, 7.0, 7.0, 5.0, 6.0, 7.0, 5.0, 5.0, 7.0, 5.0, 8.0, 5.0, 8.0, 7.0, 5.0, 6.0, 2.0"
6494,16.0,male,28.0,European/Caucasian-American,3.0,7.0,Business [Finance & Marketing],16.0,25.0,20.0,12.0,12.0,15.0,6.0,9.0,6.0,9.0,9.0,7.0,7.0,8.0,8.0,8.0,6.0,5.0,2.0,7.0,5.0,5.0,6.0,7.0,5.0,2.0,7.0,2.0,6.0,2.0,"16.0, male, 28.0, European/Caucasian-American, 3.0, 7.0, Business [Finance & Marketing], 16.0, 25.0, 20.0, 12.0, 12.0, 15.0, 6.0, 9.0, 6.0, 9.0, 9.0, 7.0, 7.0, 8.0, 8.0, 8.0, 6.0, 5.0, 2.0, 7.0, 5.0, 5.0, 6.0, 7.0, 5.0, 2.0, 7.0, 2.0, 6.0, 2.0"
6500,16.0,male,24.0,European/Caucasian-American,4.0,7.0,MBA,25.0,7.0,35.0,20.0,8.0,5.0,8.0,8.0,8.0,10.0,9.0,7.0,6.0,2.0,7.0,8.0,4.0,3.0,2.0,6.0,5.0,3.0,7.0,6.0,6.0,4.0,6.0,2.0,7.0,2.0,"16.0, male, 24.0, European/Caucasian-American, 4.0, 7.0, MBA, 25.0, 7.0, 35.0, 20.0, 8.0, 5.0, 8.0, 8.0, 8.0, 10.0, 9.0, 7.0, 6.0, 2.0, 7.0, 8.0, 4.0, 3.0, 2.0, 6.0, 5.0, 3.0, 7.0, 6.0, 6.0, 4.0, 6.0, 2.0, 7.0, 2.0"
6506,16.0,male,28.0,European/Caucasian-American,1.0,1.0,International Affairs,20.0,20.0,20.0,20.0,20.0,20.0,7.0,10.0,8.0,7.0,9.0,10.0,7.0,1.0,10.0,8.0,7.0,9.0,1.0,3.0,8.0,1.0,4.0,5.0,7.0,1.0,10.0,10.0,6.0,0.0,"16.0, male, 28.0, European/Caucasian-American, 1.0, 1.0, International Affairs, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 7.0, 10.0, 8.0, 7.0, 9.0, 10.0, 7.0, 1.0, 10.0, 8.0, 7.0, 9.0, 1.0, 3.0, 8.0, 1.0, 4.0, 5.0, 7.0, 1.0, 10.0, 10.0, 6.0, 0.0"
6512,16.0,male,27.0,Asian/Pacific Islander/Asian-American,8.0,8.0,MBA,60.0,10.0,10.0,10.0,10.0,0.0,8.0,8.0,7.0,9.0,9.0,6.0,6.0,5.0,5.0,9.0,7.0,6.0,5.0,6.0,7.0,5.0,6.0,7.0,5.0,7.0,7.0,3.0,8.0,2.0,"16.0, male, 27.0, Asian/Pacific Islander/Asian-American, 8.0, 8.0, MBA, 60.0, 10.0, 10.0, 10.0, 10.0, 0.0, 8.0, 8.0, 7.0, 9.0, 9.0, 6.0, 6.0, 5.0, 5.0, 9.0, 7.0, 6.0, 5.0, 6.0, 7.0, 5.0, 6.0, 7.0, 5.0, 7.0, 7.0, 3.0, 8.0, 2.0"
6518,16.0,male,27.0,European/Caucasian-American,1.0,1.0,Business,55.0,10.0,15.0,15.0,5.0,0.0,8.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,9.0,8.0,8.0,6.0,7.0,9.0,8.0,8.0,8.0,8.0,7.0,8.0,6.0,7.0,3.0,"16.0, male, 27.0, European/Caucasian-American, 1.0, 1.0, Business, 55.0, 10.0, 15.0, 15.0, 5.0, 0.0, 8.0, 8.0, 9.0, 9.0, 8.0, 7.0, 8.0, 8.0, 8.0, 9.0, 8.0, 8.0, 6.0, 7.0, 9.0, 8.0, 8.0, 8.0, 8.0, 7.0, 8.0, 6.0, 7.0, 3.0"
6524,17.0,female,22.0,Asian/Pacific Islander/Asian-American,3.0,10.0,Elementary Education - Preservice,10.0,25.0,15.0,20.0,15.0,15.0,5.0,8.0,8.0,5.0,8.0,10.0,3.0,10.0,10.0,6.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,9.0,8.0,5.0,8.0,4.0,5.0,0.0,"17.0, female, 22.0, Asian/Pacific Islander/Asian-American, 3.0, 10.0, Elementary Education - Preservice, 10.0, 25.0, 15.0, 20.0, 15.0, 15.0, 5.0, 8.0, 8.0, 5.0, 8.0, 10.0, 3.0, 10.0, 10.0, 6.0, 2.0, 4.0, 2.0, 4.0, 4.0, 8.0, 9.0, 9.0, 8.0, 5.0, 8.0, 4.0, 5.0, 0.0"
6538,17.0,female,27.0,Asian/Pacific Islander/Asian-American,5.0,8.0,Education Leadership - Public School Administration,15.0,15.0,25.0,15.0,15.0,15.0,7.0,10.0,7.0,9.0,10.0,10.0,10.0,9.0,7.0,10.0,10.0,10.0,5.0,4.0,10.0,7.0,7.0,5.0,8.0,10.0,10.0,3.0,7.0,2.0,"17.0, female, 27.0, Asian/Pacific Islander/Asian-American, 5.0, 8.0, Education Leadership - Public School Administration, 15.0, 15.0, 25.0, 15.0, 15.0, 15.0, 7.0, 10.0, 7.0, 9.0, 10.0, 10.0, 10.0, 9.0, 7.0, 10.0, 10.0, 10.0, 5.0, 4.0, 10.0, 7.0, 7.0, 5.0, 8.0, 10.0, 10.0, 3.0, 7.0, 2.0"
6552,17.0,female,28.0,European/Caucasian-American,1.0,1.0,Social Work,15.0,30.0,30.0,10.0,10.0,5.0,7.0,8.0,8.0,8.0,8.0,2.0,10.0,2.0,2.0,10.0,10.0,7.0,1.0,6.0,6.0,4.0,9.0,8.0,8.0,5.0,7.0,5.0,4.0,5.0,"17.0, female, 28.0, European/Caucasian-American, 1.0, 1.0, Social Work, 15.0, 30.0, 30.0, 10.0, 10.0, 5.0, 7.0, 8.0, 8.0, 8.0, 8.0, 2.0, 10.0, 2.0, 2.0, 10.0, 10.0, 7.0, 1.0, 6.0, 6.0, 4.0, 9.0, 8.0, 8.0, 5.0, 7.0, 5.0, 4.0, 5.0"
6566,17.0,female,30.0,Other,3.0,3.0,MFA Writing,20.0,20.0,20.0,20.0,10.0,10.0,8.0,6.0,7.0,8.0,5.0,3.0,8.0,3.0,8.0,8.0,8.0,8.0,1.0,6.0,7.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,5.0,3.0,"17.0, female, 30.0, Other, 3.0, 3.0, MFA Writing, 20.0, 20.0, 20.0, 20.0, 10.0, 10.0, 8.0, 6.0, 7.0, 8.0, 5.0, 3.0, 8.0, 3.0, 8.0, 8.0, 8.0, 8.0, 1.0, 6.0, 7.0, 5.0, 7.0, 8.0, 5.0, 5.0, 5.0, 3.0, 5.0, 3.0"
6580,17.0,female,27.0,European/Caucasian-American,2.0,2.0,International Affairs,30.0,15.0,15.0,30.0,0.0,10.0,7.0,7.0,8.0,6.0,4.0,4.0,3.0,2.0,9.0,6.0,3.0,3.0,2.0,7.0,2.0,6.0,2.0,2.0,4.0,8.0,7.0,4.0,3.0,1.0,"17.0, female, 27.0, European/Caucasian-American, 2.0, 2.0, International Affairs, 30.0, 15.0, 15.0, 30.0, 0.0, 10.0, 7.0, 7.0, 8.0, 6.0, 4.0, 4.0, 3.0, 2.0, 9.0, 6.0, 3.0, 3.0, 2.0, 7.0, 2.0, 6.0, 2.0, 2.0, 4.0, 8.0, 7.0, 4.0, 3.0, 1.0"
6594,17.0,female,22.0,Black/African American,1.0,1.0,Law,25.0,5.0,20.0,25.0,15.0,10.0,7.0,9.0,9.0,9.0,9.0,5.0,8.0,5.0,6.0,9.0,8.0,3.0,2.0,9.0,9.0,1.0,8.0,7.0,9.0,10.0,9.0,10.0,5.0,4.0,"17.0, female, 22.0, Black/African American, 1.0, 1.0, Law, 25.0, 5.0, 20.0, 25.0, 15.0, 10.0, 7.0, 9.0, 9.0, 9.0, 9.0, 5.0, 8.0, 5.0, 6.0, 9.0, 8.0, 3.0, 2.0, 9.0, 9.0, 1.0, 8.0, 7.0, 9.0, 10.0, 9.0, 10.0, 5.0, 4.0"
6608,17.0,female,23.0,European/Caucasian-American,9.0,1.0,Law,28.0,8.0,17.0,22.0,17.0,8.0,9.0,8.0,10.0,7.0,6.0,8.0,8.0,5.0,9.0,10.0,7.0,8.0,5.0,1.0,9.0,10.0,8.0,10.0,6.0,10.0,10.0,4.0,5.0,4.0,"17.0, female, 23.0, European/Caucasian-American, 9.0, 1.0, Law, 28.0, 8.0, 17.0, 22.0, 17.0, 8.0, 9.0, 8.0, 10.0, 7.0, 6.0, 8.0, 8.0, 5.0, 9.0, 10.0, 7.0, 8.0, 5.0, 1.0, 9.0, 10.0, 8.0, 10.0, 6.0, 10.0, 10.0, 4.0, 5.0, 4.0"
6622,17.0,female,23.0,European/Caucasian-American,2.0,6.0,Social Work,15.0,15.0,18.0,18.0,14.0,20.0,7.0,9.0,9.0,9.0,8.0,6.0,9.0,7.0,7.0,8.0,9.0,8.0,5.0,6.0,9.0,7.0,10.0,10.0,10.0,5.0,10.0,6.0,5.0,5.0,"17.0, female, 23.0, European/Caucasian-American, 2.0, 6.0, Social Work, 15.0, 15.0, 18.0, 18.0, 14.0, 20.0, 7.0, 9.0, 9.0, 9.0, 8.0, 6.0, 9.0, 7.0, 7.0, 8.0, 9.0, 8.0, 5.0, 6.0, 9.0, 7.0, 10.0, 10.0, 10.0, 5.0, 10.0, 6.0, 5.0, 5.0"
6636,17.0,female,23.0,European/Caucasian-American,1.0,5.0,Social Work,14.0,15.0,16.0,17.0,18.0,20.0,7.0,8.0,7.0,7.0,7.0,3.0,5.0,1.0,8.0,9.0,5.0,8.0,4.0,7.0,6.0,5.0,7.0,9.0,10.0,8.0,9.0,3.0,4.0,10.0,"17.0, female, 23.0, European/Caucasian-American, 1.0, 5.0, Social Work, 14.0, 15.0, 16.0, 17.0, 18.0, 20.0, 7.0, 8.0, 7.0, 7.0, 7.0, 3.0, 5.0, 1.0, 8.0, 9.0, 5.0, 8.0, 4.0, 7.0, 6.0, 5.0, 7.0, 9.0, 10.0, 8.0, 9.0, 3.0, 4.0, 10.0"
6650,17.0,female,29.0,European/Caucasian-American,1.0,5.0,Bilingual Education,20.0,10.0,50.0,5.0,10.0,5.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,4.0,8.0,9.0,9.0,6.0,1.0,7.0,9.0,6.0,4.0,9.0,9.0,6.0,9.0,6.0,7.0,-1.0,"17.0, female, 29.0, European/Caucasian-American, 1.0, 5.0, Bilingual Education, 20.0, 10.0, 50.0, 5.0, 10.0, 5.0, 8.0, 8.0, 7.0, 7.0, 7.0, 8.0, 8.0, 4.0, 8.0, 9.0, 9.0, 6.0, 1.0, 7.0, 9.0, 6.0, 4.0, 9.0, 9.0, 6.0, 9.0, 6.0, 7.0, -1.0"
6664,17.0,male,21.0,European/Caucasian-American,8.0,2.0,Law,35.0,5.0,30.0,20.0,5.0,5.0,8.0,8.0,9.0,9.0,9.0,10.0,7.0,10.0,10.0,10.0,7.0,7.0,3.0,1.0,3.0,5.0,5.0,10.0,8.0,8.0,10.0,5.0,7.0,2.0,"17.0, male, 21.0, European/Caucasian-American, 8.0, 2.0, Law, 35.0, 5.0, 30.0, 20.0, 5.0, 5.0, 8.0, 8.0, 9.0, 9.0, 9.0, 10.0, 7.0, 10.0, 10.0, 10.0, 7.0, 7.0, 3.0, 1.0, 3.0, 5.0, 5.0, 10.0, 8.0, 8.0, 10.0, 5.0, 7.0, 2.0"
6674,17.0,male,24.0,European/Caucasian-American,4.0,2.0,Law,35.0,10.0,25.0,20.0,5.0,5.0,8.0,7.0,8.0,9.0,8.0,6.0,7.0,1.0,6.0,7.0,8.0,7.0,14.0,9.0,9.0,8.0,9.0,10.0,10.0,7.0,10.0,2.0,7.0,-1.0,"17.0, male, 24.0, European/Caucasian-American, 4.0, 2.0, Law, 35.0, 10.0, 25.0, 20.0, 5.0, 5.0, 8.0, 7.0, 8.0, 9.0, 8.0, 6.0, 7.0, 1.0, 6.0, 7.0, 8.0, 7.0, 14.0, 9.0, 9.0, 8.0, 9.0, 10.0, 10.0, 7.0, 10.0, 2.0, 7.0, -1.0"
6684,17.0,male,25.0,European/Caucasian-American,1.0,1.0,law,40.0,10.0,0.0,45.0,0.0,5.0,7.0,9.0,8.0,8.0,9.0,7.0,1.0,1.0,7.0,5.0,1.0,7.0,1.0,8.0,6.0,1.0,1.0,5.0,3.0,2.0,5.0,1.0,6.0,3.0,"17.0, male, 25.0, European/Caucasian-American, 1.0, 1.0, law, 40.0, 10.0, 0.0, 45.0, 0.0, 5.0, 7.0, 9.0, 8.0, 8.0, 9.0, 7.0, 1.0, 1.0, 7.0, 5.0, 1.0, 7.0, 1.0, 8.0, 6.0, 1.0, 1.0, 5.0, 3.0, 2.0, 5.0, 1.0, 6.0, 3.0"
6694,17.0,male,27.0,Latino/Hispanic American,1.0,3.0,International Affairs - Economic Policy,30.0,25.0,10.0,20.0,0.0,15.0,7.0,10.0,9.0,7.0,7.0,9.0,5.0,5.0,7.0,8.0,5.0,5.0,3.0,7.0,6.0,1.0,6.0,7.0,8.0,4.0,8.0,5.0,7.0,3.0,"17.0, male, 27.0, Latino/Hispanic American, 1.0, 3.0, International Affairs - Economic Policy, 30.0, 25.0, 10.0, 20.0, 0.0, 15.0, 7.0, 10.0, 9.0, 7.0, 7.0, 9.0, 5.0, 5.0, 7.0, 8.0, 5.0, 5.0, 3.0, 7.0, 6.0, 1.0, 6.0, 7.0, 8.0, 4.0, 8.0, 5.0, 7.0, 3.0"
6704,17.0,male,26.0,European/Caucasian-American,5.0,1.0,MBA,50.0,10.0,10.0,30.0,0.0,0.0,8.0,7.0,9.0,8.0,7.0,8.0,6.0,8.0,9.0,2.0,8.0,6.0,2.0,5.0,2.0,7.0,1.0,10.0,3.0,5.0,5.0,6.0,3.0,0.0,"17.0, male, 26.0, European/Caucasian-American, 5.0, 1.0, MBA, 50.0, 10.0, 10.0, 30.0, 0.0, 0.0, 8.0, 7.0, 9.0, 8.0, 7.0, 8.0, 6.0, 8.0, 9.0, 2.0, 8.0, 6.0, 2.0, 5.0, 2.0, 7.0, 1.0, 10.0, 3.0, 5.0, 5.0, 6.0, 3.0, 0.0"
6714,17.0,male,30.0,European/Caucasian-American,1.0,1.0,SIPA - Energy,40.0,12.0,18.0,12.0,6.0,12.0,9.0,8.0,7.0,10.0,7.0,9.0,5.0,6.0,8.0,8.0,3.0,9.0,5.0,9.0,10.0,5.0,4.0,10.0,8.0,5.0,9.0,1.0,5.0,-1.0,"17.0, male, 30.0, European/Caucasian-American, 1.0, 1.0, SIPA - Energy, 40.0, 12.0, 18.0, 12.0, 6.0, 12.0, 9.0, 8.0, 7.0, 10.0, 7.0, 9.0, 5.0, 6.0, 8.0, 8.0, 3.0, 9.0, 5.0, 9.0, 10.0, 5.0, 4.0, 10.0, 8.0, 5.0, 9.0, 1.0, 5.0, -1.0"
6724,17.0,male,28.0,Latino/Hispanic American,2.0,2.0,MBA,30.0,20.0,25.0,15.0,10.0,0.0,6.0,8.0,9.0,7.0,5.0,9.0,8.0,2.0,9.0,8.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,8.0,3.0,7.0,3.0,"17.0, male, 28.0, Latino/Hispanic American, 2.0, 2.0, MBA, 30.0, 20.0, 25.0, 15.0, 10.0, 0.0, 6.0, 8.0, 9.0, 7.0, 5.0, 9.0, 8.0, 2.0, 9.0, 8.0, 7.0, 6.0, 3.0, 6.0, 6.0, 5.0, 6.0, 6.0, 5.0, 3.0, 8.0, 3.0, 7.0, 3.0"
6734,17.0,male,26.0,Asian/Pacific Islander/Asian-American,1.0,1.0,Public Policy,15.0,30.0,25.0,20.0,0.0,10.0,6.0,10.0,6.0,7.0,4.0,7.0,3.0,5.0,6.0,8.0,2.0,6.0,2.0,5.0,6.0,3.0,4.0,8.0,4.0,2.0,9.0,4.0,3.0,1.0,"17.0, male, 26.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, Public Policy, 15.0, 30.0, 25.0, 20.0, 0.0, 10.0, 6.0, 10.0, 6.0, 7.0, 4.0, 7.0, 3.0, 5.0, 6.0, 8.0, 2.0, 6.0, 2.0, 5.0, 6.0, 3.0, 4.0, 8.0, 4.0, 2.0, 9.0, 4.0, 3.0, 1.0"
6744,17.0,male,22.0,European/Caucasian-American,1.0,1.0,Law/Business,25.0,15.0,25.0,25.0,5.0,5.0,8.0,9.0,8.0,9.0,10.0,3.0,8.0,2.0,4.0,9.0,9.0,3.0,5.0,9.0,7.0,3.0,6.0,7.0,6.0,6.0,10.0,5.0,3.0,4.0,"17.0, male, 22.0, European/Caucasian-American, 1.0, 1.0, Law/Business, 25.0, 15.0, 25.0, 25.0, 5.0, 5.0, 8.0, 9.0, 8.0, 9.0, 10.0, 3.0, 8.0, 2.0, 4.0, 9.0, 9.0, 3.0, 5.0, 9.0, 7.0, 3.0, 6.0, 7.0, 6.0, 6.0, 10.0, 5.0, 3.0, 4.0"
6754,17.0,male,23.0,Other,7.0,1.0,Law,55.0,2.0,1.0,40.0,1.0,1.0,7.0,10.0,10.0,10.0,8.0,8.0,7.0,2.0,6.0,8.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,4.0,6.0,1.0,5.0,3.0,"17.0, male, 23.0, Other, 7.0, 1.0, Law, 55.0, 2.0, 1.0, 40.0, 1.0, 1.0, 7.0, 10.0, 10.0, 10.0, 8.0, 8.0, 7.0, 2.0, 6.0, 8.0, 5.0, 5.0, 3.0, 1.0, 9.0, 7.0, 6.0, 9.0, 2.0, 4.0, 6.0, 1.0, 5.0, 3.0"
6764,17.0,male,25.0,European/Caucasian-American,3.0,7.0,International Affairs,50.0,5.0,5.0,5.0,5.0,30.0,9.0,6.0,7.0,10.0,10.0,7.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,5.0,10.0,10.0,3.0,2.0,"17.0, male, 25.0, European/Caucasian-American, 3.0, 7.0, International Affairs, 50.0, 5.0, 5.0, 5.0, 5.0, 30.0, 9.0, 6.0, 7.0, 10.0, 10.0, 7.0, 9.0, 3.0, 9.0, 9.0, 9.0, 9.0, 9.0, 3.0, 5.0, 7.0, 9.0, 10.0, 9.0, 5.0, 10.0, 10.0, 3.0, 2.0"
6774,17.0,male,30.0,Asian/Pacific Islander/Asian-American,3.0,1.0,MBA,20.0,40.0,5.0,20.0,5.0,10.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,6.0,8.0,6.0,3.0,1.0,"17.0, male, 30.0, Asian/Pacific Islander/Asian-American, 3.0, 1.0, MBA, 20.0, 40.0, 5.0, 20.0, 5.0, 10.0, 2.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0, 3.0, 2.0, 4.0, 3.0, 3.0, 4.0, 3.0, 6.0, 7.0, 5.0, 7.0, 7.0, 6.0, 8.0, 6.0, 3.0, 1.0"
6784,17.0,male,29.0,Asian/Pacific Islander/Asian-American,7.0,1.0,MBA,35.0,30.0,25.0,5.0,0.0,5.0,7.0,8.0,7.0,10.0,8.0,9.0,8.0,6.0,8.0,7.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,5.0,10.0,3.0,7.0,5.0,"17.0, male, 29.0, Asian/Pacific Islander/Asian-American, 7.0, 1.0, MBA, 35.0, 30.0, 25.0, 5.0, 0.0, 5.0, 7.0, 8.0, 7.0, 10.0, 8.0, 9.0, 8.0, 6.0, 8.0, 7.0, 7.0, 8.0, 7.0, 9.0, 8.0, 7.0, 8.0, 9.0, 8.0, 5.0, 10.0, 3.0, 7.0, 5.0"
6794,17.0,male,27.0,Asian/Pacific Islander/Asian-American,4.0,3.0,law,30.0,30.0,30.0,5.0,0.0,5.0,5.0,6.0,7.0,8.0,5.0,6.0,6.0,3.0,5.0,6.0,5.0,6.0,5.0,3.0,6.0,6.0,4.0,7.0,6.0,4.0,5.0,1.0,6.0,2.0,"17.0, male, 27.0, Asian/Pacific Islander/Asian-American, 4.0, 3.0, law, 30.0, 30.0, 30.0, 5.0, 0.0, 5.0, 5.0, 6.0, 7.0, 8.0, 5.0, 6.0, 6.0, 3.0, 5.0, 6.0, 5.0, 6.0, 5.0, 3.0, 6.0, 6.0, 4.0, 7.0, 6.0, 4.0, 5.0, 1.0, 6.0, 2.0"
6804,18.0,female,27.0,European/Caucasian-American,3.0,3.0,MFA  Poetry,10.0,20.0,20.0,20.0,10.0,20.0,8.0,9.0,9.0,9.0,7.0,5.0,9.0,8.0,5.0,9.0,9.0,7.0,1.0,4.0,9.0,4.0,9.0,9.0,8.0,4.0,8.0,9.0,5.0,1.0,"18.0, female, 27.0, European/Caucasian-American, 3.0, 3.0, MFA  Poetry, 10.0, 20.0, 20.0, 20.0, 10.0, 20.0, 8.0, 9.0, 9.0, 9.0, 7.0, 5.0, 9.0, 8.0, 5.0, 9.0, 9.0, 7.0, 1.0, 4.0, 9.0, 4.0, 9.0, 9.0, 8.0, 4.0, 8.0, 9.0, 5.0, 1.0"
6810,18.0,female,24.0,Asian/Pacific Islander/Asian-American,5.0,5.0,Biomedical Engineering,10.0,25.0,20.0,16.0,20.0,9.0,7.0,9.0,9.0,8.0,8.0,3.0,10.0,5.0,3.0,10.0,7.0,7.0,1.0,8.0,10.0,4.0,8.0,9.0,8.0,9.0,9.0,7.0,4.0,2.0,"18.0, female, 24.0, Asian/Pacific Islander/Asian-American, 5.0, 5.0, Biomedical Engineering, 10.0, 25.0, 20.0, 16.0, 20.0, 9.0, 7.0, 9.0, 9.0, 8.0, 8.0, 3.0, 10.0, 5.0, 3.0, 10.0, 7.0, 7.0, 1.0, 8.0, 10.0, 4.0, 8.0, 9.0, 8.0, 9.0, 9.0, 7.0, 4.0, 2.0"
6816,18.0,female,29.0,Asian/Pacific Islander/Asian-American,3.0,2.0,Business,25.0,20.0,15.0,10.0,15.0,15.0,8.0,8.0,6.0,7.0,7.0,1.0,7.0,1.0,8.0,8.0,7.0,6.0,2.0,8.0,8.0,4.0,7.0,7.0,6.0,8.0,6.0,8.0,2.0,1.0,"18.0, female, 29.0, Asian/Pacific Islander/Asian-American, 3.0, 2.0, Business, 25.0, 20.0, 15.0, 10.0, 15.0, 15.0, 8.0, 8.0, 6.0, 7.0, 7.0, 1.0, 7.0, 1.0, 8.0, 8.0, 7.0, 6.0, 2.0, 8.0, 8.0, 4.0, 7.0, 7.0, 6.0, 8.0, 6.0, 8.0, 2.0, 1.0"
6822,18.0,female,55.0,Asian/Pacific Islander/Asian-American,1.0,1.0,SOA -- writing,25.0,0.0,25.0,25.0,0.0,25.0,7.0,6.0,7.0,8.0,3.0,1.0,9.0,2.0,1.0,8.0,9.0,10.0,1.0,1.0,10.0,4.0,7.0,3.0,10.0,1.0,8.0,1.0,10.0,0.0,"18.0, female, 55.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, SOA -- writing, 25.0, 0.0, 25.0, 25.0, 0.0, 25.0, 7.0, 6.0, 7.0, 8.0, 3.0, 1.0, 9.0, 2.0, 1.0, 8.0, 9.0, 10.0, 1.0, 1.0, 10.0, 4.0, 7.0, 3.0, 10.0, 1.0, 8.0, 1.0, 10.0, 0.0"
6828,18.0,female,29.0,Asian/Pacific Islander/Asian-American,9.0,8.0,Business,50.0,5.0,25.0,20.0,0.0,0.0,10.0,10.0,9.0,10.0,10.0,9.0,8.0,1.0,6.0,10.0,6.0,9.0,3.0,6.0,9.0,7.0,8.0,8.0,4.0,10.0,1.0,9.0,5.0,5.0,"18.0, female, 29.0, Asian/Pacific Islander/Asian-American, 9.0, 8.0, Business, 50.0, 5.0, 25.0, 20.0, 0.0, 0.0, 10.0, 10.0, 9.0, 10.0, 10.0, 9.0, 8.0, 1.0, 6.0, 10.0, 6.0, 9.0, 3.0, 6.0, 9.0, 7.0, 8.0, 8.0, 4.0, 10.0, 1.0, 9.0, 5.0, 5.0"
6834,18.0,female,26.0,Asian/Pacific Islander/Asian-American,6.0,1.0,Finance,30.0,10.0,10.0,30.0,10.0,10.0,5.0,5.0,5.0,5.0,8.0,1.0,8.0,3.0,1.0,9.0,9.0,1.0,1.0,6.0,4.0,6.0,8.0,8.0,8.0,8.0,8.0,1.0,5.0,0.0,"18.0, female, 26.0, Asian/Pacific Islander/Asian-American, 6.0, 1.0, Finance, 30.0, 10.0, 10.0, 30.0, 10.0, 10.0, 5.0, 5.0, 5.0, 5.0, 8.0, 1.0, 8.0, 3.0, 1.0, 9.0, 9.0, 1.0, 1.0, 6.0, 4.0, 6.0, 8.0, 8.0, 8.0, 8.0, 8.0, 1.0, 5.0, 0.0"
6840,18.0,male,33.0,European/Caucasian-American,2.0,1.0,History,20.0,10.0,20.0,15.0,15.0,20.0,8.0,8.0,7.0,9.0,7.0,9.0,10.0,7.0,10.0,10.0,10.0,8.0,1.0,7.0,9.0,10.0,6.0,9.0,10.0,1.0,10.0,5.0,8.0,1.0,"18.0, male, 33.0, European/Caucasian-American, 2.0, 1.0, History, 20.0, 10.0, 20.0, 15.0, 15.0, 20.0, 8.0, 8.0, 7.0, 9.0, 7.0, 9.0, 10.0, 7.0, 10.0, 10.0, 10.0, 8.0, 1.0, 7.0, 9.0, 10.0, 6.0, 9.0, 10.0, 1.0, 10.0, 5.0, 8.0, 1.0"
