index,wave,gender,age,race,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,sports,museums,tvsports,exercise,dining,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,shopping,music,yoga,expected_happy_with_sd_people,expected_num_matches,id_,field_general,field_broad,level
7281,19.0,male,20.0,Asian/Pacific Islander/Asian-American,1.0,1.0,Public Administration,30.0,10.0,10.0,30.0,10.0,10.0,7.0,7.0,8.0,8.0,8.0,10.0,4.0,10.0,7.0,7.0,4.0,3.0,3.0,6.0,7.0,10.0,8.0,8.0,7.0,10.0,7.0,6.0,10.0,1.0,"19.0, male, 20.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, Public Administration, 30.0, 10.0, 10.0, 30.0, 10.0, 10.0, 7.0, 7.0, 8.0, 8.0, 8.0, 10.0, 4.0, 10.0, 7.0, 7.0, 4.0, 3.0, 3.0, 6.0, 7.0, 10.0, 8.0, 8.0, 7.0, 10.0, 7.0, 6.0, 10.0, 1.0",BA-social,Social Sciences,Bachelor
7296,19.0,male,30.0,European/Caucasian-American,2.0,8.0,journalism,25.0,25.0,25.0,25.0,0.0,0.0,9.0,10.0,10.0,10.0,7.0,8.0,10.0,10.0,4.0,10.0,10.0,1.0,1.0,4.0,8.0,6.0,9.0,10.0,7.0,9.0,8.0,10.0,6.0,-1.0,"19.0, male, 30.0, European/Caucasian-American, 2.0, 8.0, journalism, 25.0, 25.0, 25.0, 25.0, 0.0, 0.0, 9.0, 10.0, 10.0, 10.0, 7.0, 8.0, 10.0, 10.0, 4.0, 10.0, 10.0, 1.0, 1.0, 4.0, 8.0, 6.0, 9.0, 10.0, 7.0, 9.0, 8.0, 10.0, 6.0, -1.0",BA-social,Social Sciences,Bachelor
7311,19.0,male,32.0,Other,5.0,6.0,Theater,20.0,20.0,20.0,15.0,15.0,10.0,7.0,7.0,7.0,8.0,9.0,7.0,5.0,5.0,6.0,7.0,6.0,7.0,7.0,6.0,5.0,6.0,7.0,7.0,6.0,5.0,5.0,6.0,6.0,4.0,"19.0, male, 32.0, Other, 5.0, 6.0, Theater, 20.0, 20.0, 20.0, 15.0, 15.0, 10.0, 7.0, 7.0, 7.0, 8.0, 9.0, 7.0, 5.0, 5.0, 6.0, 7.0, 6.0, 7.0, 7.0, 6.0, 5.0, 6.0, 7.0, 7.0, 6.0, 5.0, 5.0, 6.0, 6.0, 4.0",BA-social,Social Sciences,Bachelor
7326,20.0,female,23.0,Asian/Pacific Islander/Asian-American,1.0,1.0,Engineering,20.0,30.0,20.0,20.0,10.0,0.0,5.0,8.0,6.0,9.0,8.0,8.0,7.0,1.0,8.0,7.0,7.0,8.0,1.0,1.0,7.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,"20.0, female, 23.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, Engineering, 20.0, 30.0, 20.0, 20.0, 10.0, 0.0, 5.0, 8.0, 6.0, 9.0, 8.0, 8.0, 7.0, 1.0, 8.0, 7.0, 7.0, 8.0, 1.0, 1.0, 7.0, 3.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0",BA-STEM,STEM,Bachelor
7333,20.0,female,24.0,European/Caucasian-American,5.0,5.0,Biology PhD,10.0,20.0,20.0,20.0,20.0,10.0,8.0,10.0,10.0,9.0,8.0,7.0,7.0,5.0,1.0,8.0,6.0,7.0,3.0,1.0,7.0,8.0,6.0,9.0,9.0,8.0,8.0,7.0,6.0,0.0,"20.0, female, 24.0, European/Caucasian-American, 5.0, 5.0, Biology PhD, 10.0, 20.0, 20.0, 20.0, 20.0, 10.0, 8.0, 10.0, 10.0, 9.0, 8.0, 7.0, 7.0, 5.0, 1.0, 8.0, 6.0, 7.0, 3.0, 1.0, 7.0, 8.0, 6.0, 9.0, 9.0, 8.0, 8.0, 7.0, 6.0, 0.0",PHD-STEM,STEM,PhD
7340,20.0,female,25.0,European/Caucasian-American,9.0,9.0,biochemistry/genetics,18.0,18.0,18.0,18.0,18.0,10.0,8.0,9.0,10.0,9.0,10.0,3.0,3.0,1.0,5.0,7.0,3.0,6.0,6.0,9.0,8.0,9.0,6.0,8.0,8.0,3.0,8.0,1.0,5.0,0.0,"20.0, female, 25.0, European/Caucasian-American, 9.0, 9.0, biochemistry/genetics, 18.0, 18.0, 18.0, 18.0, 18.0, 10.0, 8.0, 9.0, 10.0, 9.0, 10.0, 3.0, 3.0, 1.0, 5.0, 7.0, 3.0, 6.0, 6.0, 9.0, 8.0, 9.0, 6.0, 8.0, 8.0, 3.0, 8.0, 1.0, 5.0, 0.0",BA-social,Social Sciences,Bachelor
7347,20.0,female,26.0,European/Caucasian-American,1.0,9.0,Biology,19.0,19.0,19.0,19.0,5.0,19.0,9.0,10.0,9.0,10.0,4.0,1.0,9.0,1.0,1.0,9.0,9.0,2.0,1.0,8.0,9.0,6.0,8.0,10.0,10.0,5.0,10.0,1.0,4.0,2.0,"20.0, female, 26.0, European/Caucasian-American, 1.0, 9.0, Biology, 19.0, 19.0, 19.0, 19.0, 5.0, 19.0, 9.0, 10.0, 9.0, 10.0, 4.0, 1.0, 9.0, 1.0, 1.0, 9.0, 9.0, 2.0, 1.0, 8.0, 9.0, 6.0, 8.0, 10.0, 10.0, 5.0, 10.0, 1.0, 4.0, 2.0",BA-STEM,STEM,Bachelor
7354,20.0,female,25.0,Black/African American,7.0,9.0,Epidemiology,10.0,15.0,35.0,15.0,10.0,15.0,8.0,9.0,9.0,9.0,9.0,4.0,7.0,2.0,6.0,7.0,7.0,2.0,2.0,7.0,8.0,5.0,7.0,8.0,8.0,6.0,8.0,5.0,6.0,1.0,"20.0, female, 25.0, Black/African American, 7.0, 9.0, Epidemiology, 10.0, 15.0, 35.0, 15.0, 10.0, 15.0, 8.0, 9.0, 9.0, 9.0, 9.0, 4.0, 7.0, 2.0, 6.0, 7.0, 7.0, 2.0, 2.0, 7.0, 8.0, 5.0, 7.0, 8.0, 8.0, 6.0, 8.0, 5.0, 6.0, 1.0",BA-STEM,STEM,Bachelor
7361,20.0,female,26.0,European/Caucasian-American,7.0,4.0,epidemiology,30.0,10.0,20.0,10.0,10.0,20.0,8.0,9.0,8.0,9.0,9.0,5.0,9.0,4.0,8.0,8.0,9.0,6.0,1.0,3.0,9.0,7.0,9.0,9.0,9.0,7.0,10.0,6.0,7.0,1.0,"20.0, female, 26.0, European/Caucasian-American, 7.0, 4.0, epidemiology, 30.0, 10.0, 20.0, 10.0, 10.0, 20.0, 8.0, 9.0, 8.0, 9.0, 9.0, 5.0, 9.0, 4.0, 8.0, 8.0, 9.0, 6.0, 1.0, 3.0, 9.0, 7.0, 9.0, 9.0, 9.0, 7.0, 10.0, 6.0, 7.0, 1.0",BA-STEM,STEM,Bachelor
7368,20.0,male,26.0,Asian/Pacific Islander/Asian-American,1.0,1.0,Electrical Engineering,40.0,20.0,20.0,20.0,0.0,0.0,7.0,7.0,9.0,9.0,9.0,8.0,5.0,8.0,9.0,6.0,5.0,10.0,9.0,8.0,7.0,8.0,6.0,9.0,5.0,3.0,8.0,4.0,3.0,6.0,"20.0, male, 26.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, Electrical Engineering, 40.0, 20.0, 20.0, 20.0, 0.0, 0.0, 7.0, 7.0, 9.0, 9.0, 9.0, 8.0, 5.0, 8.0, 9.0, 6.0, 5.0, 10.0, 9.0, 8.0, 7.0, 8.0, 6.0, 9.0, 5.0, 3.0, 8.0, 4.0, 3.0, 6.0",BA-STEM,STEM,Bachelor
7374,20.0,male,25.0,European/Caucasian-American,1.0,5.0,Biology,30.0,30.0,40.0,0.0,0.0,0.0,7.0,9.0,4.0,10.0,5.0,2.0,8.0,4.0,4.0,8.0,8.0,7.0,5.0,2.0,6.0,5.0,7.0,8.0,9.0,7.0,9.0,7.0,5.0,1.5,"20.0, male, 25.0, European/Caucasian-American, 1.0, 5.0, Biology, 30.0, 30.0, 40.0, 0.0, 0.0, 0.0, 7.0, 9.0, 4.0, 10.0, 5.0, 2.0, 8.0, 4.0, 4.0, 8.0, 8.0, 7.0, 5.0, 2.0, 6.0, 5.0, 7.0, 8.0, 9.0, 7.0, 9.0, 7.0, 5.0, 1.5",BA-STEM,STEM,Bachelor
7380,20.0,male,23.0,European/Caucasian-American,1.0,1.0,Computer Science,30.0,0.0,30.0,15.0,15.0,10.0,7.0,5.0,6.0,8.0,8.0,1.0,4.0,1.0,2.0,4.0,4.0,8.0,1.0,3.0,6.0,1.0,5.0,6.0,7.0,3.0,7.0,1.0,7.0,3.0,"20.0, male, 23.0, European/Caucasian-American, 1.0, 1.0, Computer Science, 30.0, 0.0, 30.0, 15.0, 15.0, 10.0, 7.0, 5.0, 6.0, 8.0, 8.0, 1.0, 4.0, 1.0, 2.0, 4.0, 4.0, 8.0, 1.0, 3.0, 6.0, 1.0, 5.0, 6.0, 7.0, 3.0, 7.0, 1.0, 7.0, 3.0",BA-STEM,STEM,Bachelor
7386,20.0,male,27.0,Asian/Pacific Islander/Asian-American,1.0,1.0,MFA Creative Writing,20.0,14.0,18.0,16.0,16.0,16.0,9.0,10.0,8.0,10.0,10.0,10.0,10.0,6.0,10.0,5.0,10.0,9.0,7.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,2.0,"20.0, male, 27.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, MFA Creative Writing, 20.0, 14.0, 18.0, 16.0, 16.0, 16.0, 9.0, 10.0, 8.0, 10.0, 10.0, 10.0, 10.0, 6.0, 10.0, 5.0, 10.0, 9.0, 7.0, 1.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 6.0, 2.0",MA-social,Social Sciences,Master
7392,20.0,male,24.0,Asian/Pacific Islander/Asian-American,5.0,5.0,Stats,15.0,15.0,20.0,15.0,15.0,20.0,5.0,8.0,7.0,9.0,10.0,6.0,7.0,4.0,6.0,7.0,7.0,8.0,2.0,4.0,9.0,2.0,5.0,5.0,5.0,2.0,5.0,1.0,4.0,2.0,"20.0, male, 24.0, Asian/Pacific Islander/Asian-American, 5.0, 5.0, Stats, 15.0, 15.0, 20.0, 15.0, 15.0, 20.0, 5.0, 8.0, 7.0, 9.0, 10.0, 6.0, 7.0, 4.0, 6.0, 7.0, 7.0, 8.0, 2.0, 4.0, 9.0, 2.0, 5.0, 5.0, 5.0, 2.0, 5.0, 1.0, 4.0, 2.0",BA-STEM,STEM,Bachelor
7398,20.0,male,24.0,Asian/Pacific Islander/Asian-American,1.0,1.0,Statistics,20.0,20.0,20.0,20.0,20.0,0.0,7.0,8.0,7.0,8.0,7.0,10.0,9.0,9.0,10.0,9.0,8.0,7.0,4.0,5.0,8.0,5.0,7.0,6.0,6.0,3.0,8.0,2.0,5.0,0.0,"20.0, male, 24.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, Statistics, 20.0, 20.0, 20.0, 20.0, 20.0, 0.0, 7.0, 8.0, 7.0, 8.0, 7.0, 10.0, 9.0, 9.0, 10.0, 9.0, 8.0, 7.0, 4.0, 5.0, 8.0, 5.0, 7.0, 6.0, 6.0, 3.0, 8.0, 2.0, 5.0, 0.0",BA-STEM,STEM,Bachelor
7404,20.0,male,36.0,Asian/Pacific Islander/Asian-American,1.0,5.0,math of finance,18.0,10.0,18.0,18.0,18.0,18.0,7.0,8.0,8.0,9.0,8.0,10.0,4.0,4.0,7.0,6.0,4.0,4.0,9.0,7.0,10.0,3.0,5.0,4.0,7.0,4.0,10.0,8.0,7.0,3.0,"20.0, male, 36.0, Asian/Pacific Islander/Asian-American, 1.0, 5.0, math of finance, 18.0, 10.0, 18.0, 18.0, 18.0, 18.0, 7.0, 8.0, 8.0, 9.0, 8.0, 10.0, 4.0, 4.0, 7.0, 6.0, 4.0, 4.0, 9.0, 7.0, 10.0, 3.0, 5.0, 4.0, 7.0, 4.0, 10.0, 8.0, 7.0, 3.0",BA-STEM,STEM,Bachelor
7410,21.0,female,28.0,Asian/Pacific Islander/Asian-American,2.0,2.0,journalism,10.0,20.0,30.0,10.0,10.0,20.0,5.0,6.0,4.0,8.0,9.0,6.0,7.0,3.0,6.0,7.0,7.0,3.0,3.0,4.0,6.0,4.0,4.0,8.0,5.0,7.0,7.0,7.0,6.0,0.0,"21.0, female, 28.0, Asian/Pacific Islander/Asian-American, 2.0, 2.0, journalism, 10.0, 20.0, 30.0, 10.0, 10.0, 20.0, 5.0, 6.0, 4.0, 8.0, 9.0, 6.0, 7.0, 3.0, 6.0, 7.0, 7.0, 3.0, 3.0, 4.0, 6.0, 4.0, 4.0, 8.0, 5.0, 7.0, 7.0, 7.0, 6.0, 0.0",BA-social,Social Sciences,Bachelor
7432,21.0,female,26.0,Latino/Hispanic American,3.0,3.0,Business,25.0,25.0,25.0,12.0,3.0,10.0,7.0,9.0,6.0,8.0,4.0,8.0,8.0,1.0,4.0,10.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,1.0,5.0,7.0,5.0,5.0,"21.0, female, 26.0, Latino/Hispanic American, 3.0, 3.0, Business, 25.0, 25.0, 25.0, 12.0, 3.0, 10.0, 7.0, 9.0, 6.0, 8.0, 4.0, 8.0, 8.0, 1.0, 4.0, 10.0, 7.0, 10.0, 5.0, 7.0, 9.0, 1.0, 3.0, 9.0, 7.0, 1.0, 5.0, 7.0, 5.0, 5.0",MBA-social,Business,Master
7454,21.0,female,23.0,Asian/Pacific Islander/Asian-American,2.0,2.0,Electrical Engineering,20.0,10.0,10.0,30.0,15.0,15.0,8.0,4.0,10.0,8.0,8.0,6.0,8.0,5.0,5.0,7.0,10.0,10.0,3.0,9.0,8.0,5.0,8.0,9.0,9.0,7.0,10.0,8.0,6.0,10.0,"21.0, female, 23.0, Asian/Pacific Islander/Asian-American, 2.0, 2.0, Electrical Engineering, 20.0, 10.0, 10.0, 30.0, 15.0, 15.0, 8.0, 4.0, 10.0, 8.0, 8.0, 6.0, 8.0, 5.0, 5.0, 7.0, 10.0, 10.0, 3.0, 9.0, 8.0, 5.0, 8.0, 9.0, 9.0, 7.0, 10.0, 8.0, 6.0, 10.0",BA-STEM,STEM,Bachelor
7498,21.0,female,23.0,European/Caucasian-American,1.0,1.0,MFA Acting Program,20.0,20.0,20.0,20.0,5.0,15.0,6.0,8.0,7.0,6.0,4.0,1.0,9.0,1.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,6.0,8.0,6.0,2.0,2.0,"21.0, female, 23.0, European/Caucasian-American, 1.0, 1.0, MFA Acting Program, 20.0, 20.0, 20.0, 20.0, 5.0, 15.0, 6.0, 8.0, 7.0, 6.0, 4.0, 1.0, 9.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0, 8.0, 9.0, 8.0, 9.0, 10.0, 6.0, 6.0, 8.0, 6.0, 2.0, 2.0",MA-social,Social Sciences,Master
7520,21.0,female,23.0,European/Caucasian-American,8.0,9.0,sociology,20.0,20.0,20.0,15.0,5.0,20.0,8.0,10.0,8.0,9.0,7.0,5.0,8.0,3.0,7.0,7.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,6.0,10.0,7.0,7.0,5.0,"21.0, female, 23.0, European/Caucasian-American, 8.0, 9.0, sociology, 20.0, 20.0, 20.0, 15.0, 5.0, 20.0, 8.0, 10.0, 8.0, 9.0, 7.0, 5.0, 8.0, 3.0, 7.0, 7.0, 10.0, 2.0, 2.0, 1.0, 8.0, 6.0, 10.0, 8.0, 9.0, 6.0, 10.0, 7.0, 7.0, 5.0",BA-social,Social Sciences,Bachelor
7542,21.0,female,23.0,European/Caucasian-American,8.0,5.0,Nonfiction writing,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,10.0,9.0,10.0,8.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,5.0,10.0,9.0,6.0,1.0,"21.0, female, 23.0, European/Caucasian-American, 8.0, 5.0, Nonfiction writing, 20.0, 20.0, 20.0, 15.0, 10.0, 15.0, 8.0, 10.0, 8.0, 10.0, 8.0, 10.0, 9.0, 10.0, 8.0, 9.0, 8.0, 10.0, 3.0, 8.0, 9.0, 8.0, 9.0, 10.0, 7.0, 5.0, 10.0, 9.0, 6.0, 1.0",BA-social,Social Sciences,Bachelor
7564,21.0,female,27.0,Asian/Pacific Islander/Asian-American,9.0,3.0,Biochemistry & Molecular Biophysics,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,3.0,9.0,3.0,6.0,10.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,2.0,4.0,"21.0, female, 27.0, Asian/Pacific Islander/Asian-American, 9.0, 3.0, Biochemistry & Molecular Biophysics, 58.0, 5.0, 8.0, 10.0, 7.0, 12.0, 8.0, 9.0, 9.0, 8.0, 8.0, 3.0, 9.0, 3.0, 6.0, 10.0, 9.0, 5.0, 5.0, 8.0, 9.0, 6.0, 9.0, 4.0, 9.0, 9.0, 9.0, 3.0, 2.0, 4.0",BA-STEM,STEM,Bachelor
7586,21.0,female,30.0,Latino/Hispanic American,1.0,1.0,Acting,15.0,20.0,20.0,20.0,5.0,10.0,8.0,9.0,7.0,9.0,7.0,2.0,6.0,1.0,9.0,9.0,8.0,4.0,1.0,2.0,9.0,3.0,10.0,8.0,4.0,3.0,4.0,9.0,3.0,-1.0,"21.0, female, 30.0, Latino/Hispanic American, 1.0, 1.0, Acting, 15.0, 20.0, 20.0, 20.0, 5.0, 10.0, 8.0, 9.0, 7.0, 9.0, 7.0, 2.0, 6.0, 1.0, 9.0, 9.0, 8.0, 4.0, 1.0, 2.0, 9.0, 3.0, 10.0, 8.0, 4.0, 3.0, 4.0, 9.0, 3.0, -1.0",BA-social,Social Sciences,Bachelor
7608,21.0,female,23.0,European/Caucasian-American,2.0,1.0,Theater,20.0,25.0,25.0,30.0,5.0,5.0,6.0,9.0,8.0,8.0,7.0,4.0,6.0,2.0,5.0,8.0,7.0,5.0,5.0,9.0,9.0,8.0,8.0,8.0,6.0,9.0,8.0,4.0,2.0,2.0,"21.0, female, 23.0, European/Caucasian-American, 2.0, 1.0, Theater, 20.0, 25.0, 25.0, 30.0, 5.0, 5.0, 6.0, 9.0, 8.0, 8.0, 7.0, 4.0, 6.0, 2.0, 5.0, 8.0, 7.0, 5.0, 5.0, 9.0, 9.0, 8.0, 8.0, 8.0, 6.0, 9.0, 8.0, 4.0, 2.0, 2.0",BA-social,Social Sciences,Bachelor
7630,21.0,female,26.0,European/Caucasian-American,8.0,9.0,Education Policy,40.0,5.0,30.0,15.0,5.0,5.0,8.0,10.0,9.0,9.0,10.0,9.0,8.0,5.0,9.0,5.0,7.0,7.0,2.0,3.0,9.0,4.0,7.0,8.0,7.0,2.0,8.0,2.0,6.0,0.5,"21.0, female, 26.0, European/Caucasian-American, 8.0, 9.0, Education Policy, 40.0, 5.0, 30.0, 15.0, 5.0, 5.0, 8.0, 10.0, 9.0, 9.0, 10.0, 9.0, 8.0, 5.0, 9.0, 5.0, 7.0, 7.0, 2.0, 3.0, 9.0, 4.0, 7.0, 8.0, 7.0, 2.0, 8.0, 2.0, 6.0, 0.5",BA-social,Social Sciences,Bachelor
7652,21.0,female,28.0,Other,2.0,1.0,Social Work/SIPA,25.0,15.0,25.0,15.0,10.0,10.0,8.0,9.0,7.0,8.0,5.0,4.0,10.0,6.0,8.0,8.0,8.0,5.0,2.0,9.0,10.0,8.0,9.0,8.0,5.0,8.0,5.0,2.0,5.0,4.0,"21.0, female, 28.0, Other, 2.0, 1.0, Social Work/SIPA, 25.0, 15.0, 25.0, 15.0, 10.0, 10.0, 8.0, 9.0, 7.0, 8.0, 5.0, 4.0, 10.0, 6.0, 8.0, 8.0, 8.0, 5.0, 2.0, 9.0, 10.0, 8.0, 9.0, 8.0, 5.0, 8.0, 5.0, 2.0, 5.0, 4.0",BA-social,Social Sciences,Bachelor
7674,21.0,female,26.0,European/Caucasian-American,3.0,1.0,Social Work,10.0,30.0,20.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,10.0,7.0,5.0,8.0,6.0,7.0,8.0,8.0,6.0,8.0,6.0,6.0,4.0,"21.0, female, 26.0, European/Caucasian-American, 3.0, 1.0, Social Work, 10.0, 30.0, 20.0, 15.0, 15.0, 10.0, 7.0, 9.0, 9.0, 8.0, 8.0, 7.0, 8.0, 7.0, 8.0, 8.0, 8.0, 10.0, 7.0, 5.0, 8.0, 6.0, 7.0, 8.0, 8.0, 6.0, 8.0, 6.0, 6.0, 4.0",BA-social,Social Sciences,Bachelor
7696,21.0,female,22.0,European/Caucasian-American,3.0,6.0,Law,10.0,20.0,15.0,20.0,15.0,20.0,7.0,7.0,7.0,9.0,8.0,6.0,8.0,6.0,6.0,7.0,9.0,3.0,3.0,7.0,9.0,8.0,10.0,10.0,7.0,5.0,7.0,3.0,5.0,4.0,"21.0, female, 22.0, European/Caucasian-American, 3.0, 6.0, Law, 10.0, 20.0, 15.0, 20.0, 15.0, 20.0, 7.0, 7.0, 7.0, 9.0, 8.0, 6.0, 8.0, 6.0, 6.0, 7.0, 9.0, 3.0, 3.0, 7.0, 9.0, 8.0, 10.0, 10.0, 7.0, 5.0, 7.0, 3.0, 5.0, 4.0",BA-social,Social Sciences,Bachelor
7718,21.0,female,27.0,Asian/Pacific Islander/Asian-American,3.0,2.0,Education,10.0,25.0,20.0,20.0,5.0,20.0,6.0,9.0,8.0,9.0,6.0,8.0,4.0,1.0,5.0,9.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,3.0,9.0,1.0,9.0,-1.0,"21.0, female, 27.0, Asian/Pacific Islander/Asian-American, 3.0, 2.0, Education, 10.0, 25.0, 20.0, 20.0, 5.0, 20.0, 6.0, 9.0, 8.0, 9.0, 6.0, 8.0, 4.0, 1.0, 5.0, 9.0, 3.0, 6.0, 7.0, 8.0, 13.0, 5.0, 2.0, 7.0, 8.0, 3.0, 9.0, 1.0, 9.0, -1.0",BA-social,Social Sciences,Bachelor
7740,21.0,female,25.0,Asian/Pacific Islander/Asian-American,9.0,6.0,medicine,15.0,20.0,25.0,20.0,10.0,10.0,5.0,9.0,7.0,8.0,7.0,4.0,8.0,1.0,7.0,9.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,7.0,5.0,5.0,6.0,3.0,"21.0, female, 25.0, Asian/Pacific Islander/Asian-American, 9.0, 6.0, medicine, 15.0, 20.0, 25.0, 20.0, 10.0, 10.0, 5.0, 9.0, 7.0, 8.0, 7.0, 4.0, 8.0, 1.0, 7.0, 9.0, 8.0, 6.0, 3.0, 8.0, 7.0, 7.0, 8.0, 8.0, 5.0, 7.0, 5.0, 5.0, 6.0, 3.0",BA-STEM,STEM,Bachelor
7762,21.0,female,24.0,European/Caucasian-American,2.0,8.0,Public Health,10.0,15.0,30.0,20.0,15.0,10.0,6.0,10.0,8.0,10.0,9.0,6.0,5.0,2.0,8.0,6.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,3.0,"21.0, female, 24.0, European/Caucasian-American, 2.0, 8.0, Public Health, 10.0, 15.0, 30.0, 20.0, 15.0, 10.0, 6.0, 10.0, 8.0, 10.0, 9.0, 6.0, 5.0, 2.0, 8.0, 6.0, 5.0, 3.0, 2.0, 1.0, 8.0, 8.0, 9.0, 10.0, 7.0, 8.0, 8.0, 1.0, 6.0, 3.0",BA-STEM,STEM,Bachelor
7784,21.0,female,26.0,Latino/Hispanic American,5.0,2.0,Social Work,10.0,10.0,30.0,20.0,10.0,15.0,3.0,6.0,9.0,7.0,10.0,2.0,10.0,1.0,3.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,4.0,8.0,10.0,6.0,2.0,"21.0, female, 26.0, Latino/Hispanic American, 5.0, 2.0, Social Work, 10.0, 10.0, 30.0, 20.0, 10.0, 15.0, 3.0, 6.0, 9.0, 7.0, 10.0, 2.0, 10.0, 1.0, 3.0, 10.0, 7.0, 6.0, 5.0, 10.0, 8.0, 4.0, 10.0, 8.0, 6.0, 4.0, 8.0, 10.0, 6.0, 2.0",BA-social,Social Sciences,Bachelor
7806,21.0,female,24.0,Other,5.0,5.0,Social Work,50.0,20.0,10.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,5.0,7.0,5.0,1.0,8.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,7.0,8.0,6.0,1.0,0.0,"21.0, female, 24.0, Other, 5.0, 5.0, Social Work, 50.0, 20.0, 10.0, 5.0, 10.0, 5.0, 10.0, 10.0, 10.0, 10.0, 10.0, 5.0, 7.0, 5.0, 1.0, 8.0, 7.0, 6.0, 2.0, 7.0, 6.0, 6.0, 8.0, 7.0, 8.0, 7.0, 8.0, 6.0, 1.0, 0.0",BA-social,Social Sciences,Bachelor
7828,21.0,female,29.0,Latino/Hispanic American,8.0,7.0,Social Work,40.0,10.0,30.0,10.0,10.0,0.0,9.0,6.0,8.0,8.0,8.0,5.0,2.0,8.0,4.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,2.0,3.0,2.0,4.0,2.0,"21.0, female, 29.0, Latino/Hispanic American, 8.0, 7.0, Social Work, 40.0, 10.0, 30.0, 10.0, 10.0, 0.0, 9.0, 6.0, 8.0, 8.0, 8.0, 5.0, 2.0, 8.0, 4.0, 2.0, 2.0, 8.0, 6.0, 2.0, 2.0, 2.0, 3.0, 7.0, 3.0, 2.0, 3.0, 2.0, 4.0, 2.0",BA-social,Social Sciences,Bachelor
7850,21.0,female,22.0,Asian/Pacific Islander/Asian-American,4.0,1.0,Engineering,10.0,25.0,25.0,10.0,10.0,20.0,6.0,10.0,9.0,7.0,5.0,7.0,8.0,4.0,6.0,10.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,4.0,8.0,4.0,5.0,4.0,"21.0, female, 22.0, Asian/Pacific Islander/Asian-American, 4.0, 1.0, Engineering, 10.0, 25.0, 25.0, 10.0, 10.0, 20.0, 6.0, 10.0, 9.0, 7.0, 5.0, 7.0, 8.0, 4.0, 6.0, 10.0, 8.0, 8.0, 6.0, 5.0, 5.0, 5.0, 8.0, 8.0, 8.0, 4.0, 8.0, 4.0, 5.0, 4.0",BA-STEM,STEM,Bachelor
7872,21.0,female,22.0,Asian/Pacific Islander/Asian-American,1.0,1.0,Mechanical Engineering,20.0,20.0,10.0,15.0,5.0,30.0,3.0,9.0,9.0,9.0,7.0,7.0,3.0,10.0,5.0,6.0,8.0,6.0,7.0,6.0,3.0,5.0,8.0,10.0,9.0,6.0,10.0,3.0,8.0,6.0,"21.0, female, 22.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, Mechanical Engineering, 20.0, 20.0, 10.0, 15.0, 5.0, 30.0, 3.0, 9.0, 9.0, 9.0, 7.0, 7.0, 3.0, 10.0, 5.0, 6.0, 8.0, 6.0, 7.0, 6.0, 3.0, 5.0, 8.0, 10.0, 9.0, 6.0, 10.0, 3.0, 8.0, 6.0",BA-STEM,STEM,Bachelor
